Date,Year,Month,Day,Season,LST_Skin_C,Air_Temp_2M_C,Temp_Max_2M_C,Temp_Min_2M_C,Delta_T_Skin_Air_C,Diurnal_Thermal_Range_C,Solar_Radiation_MJ_m2,Relative_Humidity_Pct,Wind_Speed_2M_mps
2017-01-01,2017,1,1,Winter,14.23,15.37,22.86,9.76,-1.1399999999999988,13.1,8.2,60.88,1.6
2017-01-02,2017,1,2,Winter,15.91,16.38,23.44,10.47,-0.46999999999999886,12.97,4.07,65.77,1.28
2017-01-03,2017,1,3,Winter,16.11,16.64,24.32,11.04,-0.5300000000000011,13.280000000000001,5.1,58.21,1.05
2017-01-04,2017,1,4,Winter,15.81,16.84,25.39,9.87,-1.0299999999999994,15.520000000000001,8.46,49.05,1.5
2017-01-05,2017,1,5,Winter,15.95,17.3,26.21,9.31,-1.3500000000000014,16.9,9.58,49.33,1.65
2017-01-06,2017,1,6,Winter,16.69,17.21,26.64,9.59,-0.5199999999999996,17.05,10.91,49.03,1.86
2017-01-07,2017,1,7,Winter,16.96,16.94,26.22,9.44,0.019999999999999574,16.78,8.95,55.05,2.16
2017-01-08,2017,1,8,Winter,17.16,16.93,24.58,11.15,0.23000000000000043,13.429999999999998,4.16,58.77,1.75
2017-01-09,2017,1,9,Winter,16.81,16.26,23.16,10.6,0.5499999999999972,12.56,7.24,65.94,1.71
2017-01-10,2017,1,10,Winter,14.56,14.4,22.7,8.57,0.16000000000000014,14.129999999999999,12.9,33.59,2.7
2017-01-11,2017,1,11,Winter,11.08,11.3,21.57,3.6,-0.22000000000000064,17.97,14.92,27.16,2.1
2017-01-12,2017,1,12,Winter,9.56,10.36,19.45,3.24,-0.7999999999999989,16.21,13.35,28.96,1.6
2017-01-13,2017,1,13,Winter,9.19,10.97,19.4,2.61,-1.7800000000000011,16.79,12.92,29.52,1.53
2017-01-14,2017,1,14,Winter,11.71,13.51,22.87,4.35,-1.799999999999999,18.520000000000003,12.23,30.21,1.16
2017-01-15,2017,1,15,Winter,13.2,14.87,23.84,7.18,-1.67,16.66,11.98,27.85,1.2
2017-01-16,2017,1,16,Winter,15.22,16.88,26.26,7.94,-1.6599999999999984,18.32,11.66,35.32,1.33
2017-01-17,2017,1,17,Winter,14.7,14.74,24.1,7.69,-0.040000000000000924,16.41,9.77,40.36,1.55
2017-01-18,2017,1,18,Winter,14.67,15.53,24.5,7.41,-0.8599999999999994,17.09,8.28,33.94,1.36
2017-01-19,2017,1,19,Winter,15.05,15.26,25.06,7.83,-0.20999999999999908,17.229999999999997,10.33,35.24,1.72
2017-01-20,2017,1,20,Winter,15.54,15.46,25.94,7.82,0.0799999999999983,18.12,13.59,31.2,2.55
2017-01-21,2017,1,21,Winter,15.39,15.84,25.34,7.49,-0.4499999999999993,17.85,12.49,32.92,1.75
2017-01-22,2017,1,22,Winter,17.26,17.69,27.89,9.89,-0.4299999999999997,18.0,12.84,33.2,1.6
2017-01-23,2017,1,23,Winter,18.55,18.57,28.69,11.0,-0.019999999999999574,17.69,13.14,43.12,2.14
2017-01-24,2017,1,24,Winter,18.33,19.59,28.6,10.93,-1.2600000000000016,17.67,13.77,39.95,1.52
2017-01-25,2017,1,25,Winter,18.76,20.0,28.86,12.91,-1.2399999999999984,15.95,14.21,44.42,1.04
2017-01-26,2017,1,26,Winter,19.39,19.57,29.44,11.31,-0.17999999999999972,18.130000000000003,13.6,46.31,1.6
2017-01-27,2017,1,27,Winter,14.87,15.12,20.8,11.34,-0.25,9.46,8.59,74.38,1.81
2017-01-28,2017,1,28,Winter,15.96,15.63,24.87,8.49,0.33000000000000007,16.380000000000003,16.38,63.34,2.2
2017-01-29,2017,1,29,Winter,16.28,16.32,26.15,8.44,-0.03999999999999915,17.71,13.09,50.88,2.05
2017-01-30,2017,1,30,Winter,16.52,17.91,26.76,8.97,-1.3900000000000006,17.79,11.71,39.64,1.47
2017-01-31,2017,1,31,Winter,16.91,18.57,26.83,10.19,-1.6600000000000001,16.64,13.1,38.89,1.58
2017-02-01,2017,2,1,Winter,17.34,17.82,26.77,10.14,-0.4800000000000004,16.63,12.9,46.74,1.49
2017-02-02,2017,2,2,Winter,16.83,17.77,26.44,11.26,-0.9400000000000013,15.180000000000001,12.95,40.11,1.26
2017-02-03,2017,2,3,Winter,16.3,18.0,26.19,10.36,-1.6999999999999993,15.830000000000002,13.9,36.76,0.94
2017-02-04,2017,2,4,Winter,16.44,17.87,26.22,11.29,-1.4299999999999997,14.93,13.46,40.19,1.38
2017-02-05,2017,2,5,Winter,18.18,18.63,28.8,9.59,-0.4499999999999993,19.21,15.24,43.09,1.74
2017-02-06,2017,2,6,Winter,20.45,20.2,29.54,14.15,0.25,15.389999999999999,14.48,46.27,1.41
2017-02-07,2017,2,7,Winter,17.62,17.45,27.1,10.8,0.1700000000000017,16.3,17.78,32.93,2.76
2017-02-08,2017,2,8,Winter,17.4,18.36,29.14,8.05,-0.9600000000000009,21.09,17.47,31.77,1.6
2017-02-09,2017,2,9,Winter,18.53,18.61,28.51,11.99,-0.0799999999999983,16.520000000000003,16.52,33.24,1.86
2017-02-10,2017,2,10,Winter,15.8,15.85,25.36,8.11,-0.049999999999998934,17.25,18.13,35.79,2.17
2017-02-11,2017,2,11,Winter,16.92,18.09,27.68,8.12,-1.1699999999999982,19.560000000000002,17.16,31.43,1.21
2017-02-12,2017,2,12,Winter,18.67,18.97,26.22,12.44,-0.29999999999999716,13.78,13.51,53.48,1.13
2017-02-13,2017,2,13,Winter,20.24,20.11,29.2,12.35,0.129999999999999,16.85,14.12,43.96,1.53
2017-02-14,2017,2,14,Winter,18.43,18.61,29.46,10.53,-0.17999999999999972,18.93,17.85,32.52,1.83
2017-02-15,2017,2,15,Winter,18.31,18.98,29.2,10.12,-0.6700000000000017,19.08,17.38,31.99,1.5
2017-02-16,2017,2,16,Winter,21.16,21.16,31.41,11.28,0.0,20.130000000000003,15.82,36.17,1.68
2017-02-17,2017,2,17,Winter,22.46,22.35,31.57,14.1,0.10999999999999943,17.47,15.8,39.12,1.44
2017-02-18,2017,2,18,Winter,22.43,22.52,32.04,13.77,-0.08999999999999986,18.27,15.29,42.13,1.51
2017-02-19,2017,2,19,Winter,22.86,23.26,33.49,14.58,-0.40000000000000213,18.910000000000004,16.42,35.28,1.89
2017-02-20,2017,2,20,Winter,23.78,25.01,34.47,16.54,-1.2300000000000004,17.93,18.83,30.17,1.69
2017-02-21,2017,2,21,Winter,23.3,23.41,33.43,15.35,-0.10999999999999943,18.08,19.42,28.81,2.36
2017-02-22,2017,2,22,Winter,20.45,20.32,30.93,12.12,0.129999999999999,18.810000000000002,19.55,27.3,2.22
2017-02-23,2017,2,23,Winter,19.85,19.68,30.63,10.39,0.1700000000000017,20.24,21.28,17.54,2.89
2017-02-24,2017,2,24,Winter,19.51,19.39,30.35,10.43,0.120000000000001,19.92,22.01,17.66,3.22
2017-02-25,2017,2,25,Winter,20.64,20.58,31.92,10.92,0.060000000000002274,21.0,21.21,18.36,2.9
2017-02-26,2017,2,26,Winter,21.66,21.95,32.63,13.17,-0.28999999999999915,19.46,21.01,18.38,2.29
2017-02-27,2017,2,27,Winter,21.19,21.57,32.66,11.22,-0.379999999999999,21.439999999999998,21.54,16.75,1.99
2017-02-28,2017,2,28,Winter,22.67,24.08,34.37,13.39,-1.4099999999999966,20.979999999999997,20.87,17.03,1.85
2017-03-01,2017,3,1,Summer,24.55,25.02,34.82,15.01,-0.46999999999999886,19.810000000000002,20.63,24.05,1.73
2017-03-02,2017,3,2,Summer,26.89,25.87,35.18,17.88,1.0199999999999996,17.3,18.33,28.78,1.55
2017-03-03,2017,3,3,Summer,26.56,25.23,33.67,17.45,1.3299999999999983,16.220000000000002,19.88,28.2,1.98
2017-03-04,2017,3,4,Summer,25.91,24.62,33.31,17.73,1.2899999999999991,15.580000000000002,17.39,17.74,2.28
2017-03-05,2017,3,5,Summer,22.59,21.78,31.5,12.65,0.8099999999999987,18.85,22.45,15.19,2.42
2017-03-06,2017,3,6,Summer,22.57,22.3,32.46,13.24,0.2699999999999996,19.22,23.13,16.99,2.76
2017-03-07,2017,3,7,Summer,23.49,24.79,33.1,14.83,-1.3000000000000007,18.270000000000003,21.41,17.17,1.65
2017-03-08,2017,3,8,Summer,25.58,25.68,33.89,17.36,-0.10000000000000142,16.53,16.12,19.98,1.12
2017-03-09,2017,3,9,Summer,26.8,25.59,32.4,20.48,1.2100000000000009,11.919999999999998,18.37,26.79,2.34
2017-03-10,2017,3,10,Summer,22.08,20.88,27.2,15.4,1.1999999999999993,11.799999999999999,9.11,56.34,3.17
2017-03-11,2017,3,11,Summer,21.6,20.55,28.07,14.04,1.0500000000000007,14.030000000000001,17.43,52.91,1.88
2017-03-12,2017,3,12,Summer,20.46,19.65,27.85,12.46,0.8100000000000023,15.39,22.45,30.93,2.75
2017-03-13,2017,3,13,Summer,19.82,19.17,29.08,10.08,0.6499999999999986,19.0,22.98,22.61,2.46
2017-03-14,2017,3,14,Summer,21.12,20.47,30.63,10.92,0.6500000000000021,19.71,21.5,20.19,1.92
2017-03-15,2017,3,15,Summer,22.57,22.08,32.17,13.92,0.490000000000002,18.25,22.03,21.15,2.23
2017-03-16,2017,3,16,Summer,24.72,24.05,34.6,13.94,0.6699999999999982,20.660000000000004,22.51,22.1,2.1
2017-03-17,2017,3,17,Summer,24.93,24.15,33.24,16.84,0.7800000000000011,16.400000000000002,21.84,25.23,1.96
2017-03-18,2017,3,18,Summer,25.35,24.59,34.12,15.5,0.7600000000000016,18.619999999999997,22.84,24.88,2.45
2017-03-19,2017,3,19,Summer,24.18,23.23,29.2,19.34,0.9499999999999993,9.86,17.43,36.05,1.96
2017-03-20,2017,3,20,Summer,25.2,24.31,34.42,15.72,0.8900000000000006,18.700000000000003,22.74,29.25,2.08
2017-03-21,2017,3,21,Summer,25.95,25.5,36.05,15.76,0.4499999999999993,20.29,23.53,18.32,2.32
2017-03-22,2017,3,22,Summer,28.44,28.57,39.39,17.91,-0.129999999999999,21.48,23.41,18.52,2.23
2017-03-23,2017,3,23,Summer,29.54,30.26,39.96,20.52,-0.7200000000000024,19.44,22.55,20.06,1.93
2017-03-24,2017,3,24,Summer,31.35,30.66,40.24,21.06,0.6900000000000013,19.180000000000003,22.18,19.55,1.44
2017-03-25,2017,3,25,Summer,30.59,29.84,40.21,21.31,0.75,18.900000000000002,24.34,16.03,2.98
2017-03-26,2017,3,26,Summer,30.71,29.89,40.03,20.02,0.8200000000000003,20.01,24.17,16.1,2.81
2017-03-27,2017,3,27,Summer,31.94,30.97,41.22,20.89,0.9700000000000024,20.33,24.41,20.44,2.41
2017-03-28,2017,3,28,Summer,31.9,31.76,41.34,23.13,0.13999999999999702,18.210000000000004,23.02,19.54,2.06
2017-03-29,2017,3,29,Summer,32.91,32.34,43.05,22.37,0.5699999999999932,20.679999999999996,24.16,15.93,2.55
2017-03-30,2017,3,30,Summer,33.83,33.16,43.06,23.44,0.6700000000000017,19.62,24.75,18.88,2.97
2017-03-31,2017,3,31,Summer,34.57,33.67,44.0,24.27,0.8999999999999986,19.73,24.78,15.89,2.1
2017-04-01,2017,4,1,Summer,33.75,33.08,43.32,23.75,0.6700000000000017,19.57,24.56,14.53,2.47
2017-04-02,2017,4,2,Summer,35.24,34.08,43.16,26.1,1.1600000000000037,17.059999999999995,25.06,15.63,2.32
2017-04-03,2017,4,3,Summer,34.74,33.95,43.41,25.21,0.7899999999999991,18.199999999999996,25.11,13.04,2.44
2017-04-04,2017,4,4,Summer,35.69,34.26,43.49,25.91,1.4299999999999997,17.580000000000002,24.02,15.05,1.31
2017-04-05,2017,4,5,Summer,35.57,33.92,42.67,25.64,1.6499999999999986,17.03,23.07,16.46,2.2
2017-04-06,2017,4,6,Summer,34.88,33.23,40.88,24.59,1.6500000000000057,16.290000000000003,19.03,24.82,2.37
2017-04-07,2017,4,7,Summer,34.89,33.4,41.79,25.08,1.490000000000002,16.71,23.39,18.42,2.21
2017-04-08,2017,4,8,Summer,31.73,30.66,39.69,23.45,1.0700000000000003,16.24,22.71,10.54,2.22
2017-04-09,2017,4,9,Summer,30.08,29.12,39.06,20.07,0.9599999999999973,18.990000000000002,25.84,8.8,3.47
2017-04-10,2017,4,10,Summer,29.57,28.73,38.41,19.28,0.8399999999999999,19.129999999999995,28.31,8.21,4.26
2017-04-11,2017,4,11,Summer,29.9,29.24,39.58,19.91,0.6600000000000001,19.669999999999998,26.83,10.97,3.41
2017-04-12,2017,4,12,Summer,31.71,31.35,41.32,20.67,0.35999999999999943,20.65,26.34,12.19,2.08
2017-04-13,2017,4,13,Summer,33.02,32.97,42.38,24.83,0.05000000000000426,17.550000000000004,26.41,11.27,1.37
2017-04-14,2017,4,14,Summer,33.73,32.51,42.17,22.79,1.2199999999999989,19.380000000000003,24.12,14.6,1.69
2017-04-15,2017,4,15,Summer,34.49,34.1,43.64,24.0,0.39000000000000057,19.64,24.31,14.16,1.98
2017-04-16,2017,4,16,Summer,35.21,33.66,43.93,24.3,1.5500000000000043,19.63,25.03,13.8,1.97
2017-04-17,2017,4,17,Summer,35.11,33.12,42.79,23.64,1.990000000000002,19.15,24.15,19.75,1.86
2017-04-18,2017,4,18,Summer,36.57,35.4,44.87,25.76,1.1700000000000017,19.109999999999996,23.69,21.24,1.6
2017-04-19,2017,4,19,Summer,36.1,36.34,45.63,26.3,-0.240000000000002,19.330000000000002,23.08,14.98,2.07
2017-04-20,2017,4,20,Summer,36.75,36.79,45.42,26.6,-0.03999999999999915,18.82,25.4,12.21,1.94
2017-04-21,2017,4,21,Summer,37.67,36.58,45.49,26.67,1.0900000000000034,18.82,22.69,18.67,2.06
2017-04-22,2017,4,22,Summer,37.45,36.82,44.71,28.61,0.6300000000000026,16.1,21.45,16.65,2.29
2017-04-23,2017,4,23,Summer,38.36,36.21,43.83,27.65,2.1499999999999986,16.18,21.95,17.23,1.21
2017-04-24,2017,4,24,Summer,36.77,35.3,43.14,27.62,1.470000000000006,15.52,23.33,19.72,2.22
2017-04-25,2017,4,25,Summer,35.78,34.58,42.14,28.61,1.2000000000000028,13.530000000000001,25.56,16.28,3.77
2017-04-26,2017,4,26,Summer,35.03,33.79,41.83,26.21,1.240000000000002,15.619999999999997,25.8,17.19,2.8
2017-04-27,2017,4,27,Summer,35.62,34.22,42.38,25.64,1.3999999999999986,16.740000000000002,26.79,15.76,1.95
2017-04-28,2017,4,28,Summer,35.9,34.97,43.14,26.4,0.9299999999999997,16.740000000000002,25.65,15.59,2.17
2017-04-29,2017,4,29,Summer,37.14,35.45,43.67,27.24,1.6899999999999977,16.430000000000003,26.16,14.91,1.8
2017-04-30,2017,4,30,Summer,37.07,34.97,41.22,29.06,2.1000000000000014,12.16,24.06,21.06,1.73
2017-05-01,2017,5,1,Summer,36.08,33.9,41.07,27.06,2.1799999999999997,14.010000000000002,24.39,26.04,2.22
2017-05-02,2017,5,2,Summer,35.63,33.99,41.57,25.23,1.6400000000000006,16.34,26.49,18.04,1.56
2017-05-03,2017,5,3,Summer,37.88,36.79,45.03,28.1,1.0900000000000034,16.93,21.55,12.47,2.45
2017-05-04,2017,5,4,Summer,38.24,36.25,42.89,29.6,1.990000000000002,13.29,25.51,18.73,2.01
2017-05-05,2017,5,5,Summer,36.88,35.64,43.71,27.43,1.240000000000002,16.28,25.85,14.47,3.09
2017-05-06,2017,5,6,Summer,38.74,38.12,45.59,31.1,0.6200000000000045,14.490000000000002,25.6,12.13,1.48
2017-05-07,2017,5,7,Summer,39.19,38.7,46.49,31.99,0.4899999999999949,14.500000000000004,25.91,13.31,1.7
2017-05-08,2017,5,8,Summer,39.27,37.33,45.29,28.61,1.9400000000000048,16.68,24.21,16.94,1.7
2017-05-09,2017,5,9,Summer,38.37,36.09,43.61,28.61,2.279999999999994,15.0,22.79,25.84,2.72
2017-05-10,2017,5,10,Summer,39.3,36.35,43.98,29.0,2.9499999999999957,14.979999999999997,22.91,28.07,2.81
2017-05-11,2017,5,11,Summer,39.61,36.41,43.07,29.06,3.200000000000003,14.010000000000002,24.57,26.65,2.02
2017-05-12,2017,5,12,Summer,41.29,38.13,45.61,29.73,3.1599999999999966,15.879999999999999,24.22,22.25,1.6
2017-05-13,2017,5,13,Summer,39.52,37.56,45.49,29.73,1.9600000000000009,15.760000000000002,25.14,21.97,2.43
2017-05-14,2017,5,14,Summer,40.35,39.5,47.14,33.14,0.8500000000000014,14.0,25.11,16.19,2.65
2017-05-15,2017,5,15,Summer,40.64,39.13,46.84,29.87,1.509999999999998,16.970000000000002,25.63,16.23,3.72
2017-05-16,2017,5,16,Summer,41.59,39.44,47.28,31.52,2.1500000000000057,15.760000000000002,26.7,16.54,3.08
2017-05-17,2017,5,17,Summer,40.46,37.63,44.74,30.92,2.8299999999999983,13.82,17.48,24.17,2.64
2017-05-18,2017,5,18,Summer,38.81,36.07,42.59,29.08,2.740000000000002,13.510000000000005,25.27,30.92,1.4
2017-05-19,2017,5,19,Summer,39.92,37.47,44.27,30.02,2.450000000000003,14.250000000000004,22.34,25.03,2.29
2017-05-20,2017,5,20,Summer,40.3,37.77,44.38,32.01,2.529999999999994,12.370000000000005,26.37,21.99,1.87
2017-05-21,2017,5,21,Summer,40.58,38.82,45.17,32.69,1.759999999999998,12.480000000000004,25.36,19.92,1.8
2017-05-22,2017,5,22,Summer,40.69,37.79,43.72,32.31,2.8999999999999986,11.409999999999997,24.02,21.61,2.04
2017-05-23,2017,5,23,Summer,39.31,36.88,43.12,30.04,2.4299999999999997,13.079999999999998,25.88,22.77,2.7
2017-05-24,2017,5,24,Summer,40.46,37.7,43.53,32.38,2.759999999999998,11.149999999999999,23.88,23.54,1.53
2017-05-25,2017,5,25,Summer,41.79,39.07,45.13,33.04,2.719999999999999,12.090000000000003,23.32,21.53,1.61
2017-05-26,2017,5,26,Summer,42.35,39.43,46.12,31.03,2.9200000000000017,15.089999999999996,22.8,19.64,1.6
2017-05-27,2017,5,27,Summer,41.74,39.49,47.43,32.21,2.25,15.219999999999999,23.91,22.88,3.3
2017-05-28,2017,5,28,Summer,40.81,37.13,43.39,30.14,3.6799999999999997,13.25,16.16,28.54,2.73
2017-05-29,2017,5,29,Summer,36.54,34.07,39.57,28.39,2.469999999999999,11.18,21.5,39.17,2.17
2017-05-30,2017,5,30,Summer,37.43,34.85,40.92,28.01,2.5799999999999983,12.91,21.98,34.02,1.5
2017-05-31,2017,5,31,Summer,39.01,35.97,41.47,30.39,3.039999999999999,11.079999999999998,23.9,31.66,1.21
2017-06-01,2017,6,1,Monsoon,38.59,35.75,42.2,29.08,2.8400000000000034,13.120000000000005,21.14,33.77,2.69
2017-06-02,2017,6,2,Monsoon,37.93,35.89,42.9,28.9,2.039999999999999,14.0,25.35,28.7,2.5
2017-06-03,2017,6,3,Monsoon,39.48,38.08,45.72,29.56,1.3999999999999986,16.16,25.32,24.44,3.15
2017-06-04,2017,6,4,Monsoon,41.6,39.89,48.06,32.15,1.7100000000000009,15.910000000000004,23.97,20.9,2.53
2017-06-05,2017,6,5,Monsoon,41.42,39.87,47.97,31.89,1.5500000000000043,16.08,22.14,21.87,3.19
2017-06-06,2017,6,6,Monsoon,41.41,38.55,44.93,33.14,2.8599999999999994,11.79,21.3,28.79,2.45
2017-06-07,2017,6,7,Monsoon,38.96,35.96,41.82,30.44,3.0,11.379999999999999,15.02,38.63,2.78
2017-06-08,2017,6,8,Monsoon,39.54,36.53,42.49,30.58,3.009999999999998,11.910000000000004,21.31,33.24,2.77
2017-06-09,2017,6,9,Monsoon,38.26,35.49,40.39,30.69,2.769999999999996,9.7,23.99,31.6,1.64
2017-06-10,2017,6,10,Monsoon,39.94,36.89,41.63,32.51,3.049999999999997,9.120000000000005,23.92,28.24,0.92
2017-06-11,2017,6,11,Monsoon,41.1,38.09,44.12,30.93,3.009999999999998,13.189999999999998,20.8,23.56,1.8
2017-06-12,2017,6,12,Monsoon,39.42,37.28,42.83,30.86,2.1400000000000006,11.969999999999999,26.4,25.62,2.6
2017-06-13,2017,6,13,Monsoon,39.9,38.55,44.76,29.88,1.3500000000000014,14.879999999999999,23.71,21.02,2.8
2017-06-14,2017,6,14,Monsoon,42.15,39.67,46.23,33.4,2.479999999999997,12.829999999999998,23.68,21.56,2.41
2017-06-15,2017,6,15,Monsoon,40.83,38.35,44.14,32.62,2.479999999999997,11.520000000000003,24.42,23.86,2.29
2017-06-16,2017,6,16,Monsoon,40.56,37.49,42.99,31.24,3.0700000000000003,11.750000000000004,20.3,25.08,2.1
2017-06-17,2017,6,17,Monsoon,35.65,34.51,39.87,29.19,1.1400000000000006,10.679999999999996,21.42,44.61,2.17
2017-06-18,2017,6,18,Monsoon,37.77,35.99,41.89,29.67,1.7800000000000011,12.219999999999999,24.27,39.99,2.29
2017-06-19,2017,6,19,Monsoon,37.97,35.99,42.22,31.69,1.9799999999999969,10.529999999999998,19.21,44.89,2.56
2017-06-20,2017,6,20,Monsoon,35.74,34.09,38.98,30.47,1.6499999999999986,8.509999999999998,18.94,54.66,1.64
2017-06-21,2017,6,21,Monsoon,35.18,33.94,38.84,29.41,1.240000000000002,9.430000000000003,20.99,54.18,1.82
2017-06-22,2017,6,22,Monsoon,36.18,34.45,39.8,29.19,1.7299999999999969,10.609999999999996,23.51,44.36,3.24
2017-06-23,2017,6,23,Monsoon,36.78,34.31,39.28,28.72,2.469999999999999,10.560000000000002,19.37,44.28,1.67
2017-06-24,2017,6,24,Monsoon,38.43,35.67,40.78,30.17,2.759999999999998,10.61,19.94,42.14,0.94
2017-06-25,2017,6,25,Monsoon,37.73,35.62,40.49,30.24,2.1099999999999994,10.250000000000004,22.6,44.03,2.58
2017-06-26,2017,6,26,Monsoon,38.12,35.74,41.19,30.6,2.3799999999999955,10.589999999999996,23.53,45.73,3.29
2017-06-27,2017,6,27,Monsoon,37.98,35.7,41.02,30.5,2.279999999999994,10.520000000000003,23.6,46.87,3.38
2017-06-28,2017,6,28,Monsoon,37.51,35.77,40.75,31.13,1.7399999999999949,9.620000000000001,22.76,46.08,3.56
2017-06-29,2017,6,29,Monsoon,35.03,33.67,37.43,29.37,1.3599999999999994,8.059999999999999,14.98,58.94,2.89
2017-06-30,2017,6,30,Monsoon,35.05,33.45,37.33,29.95,1.5999999999999943,7.379999999999999,15.16,59.48,1.85
2017-07-01,2017,7,1,Monsoon,33.78,32.63,36.81,29.05,1.1499999999999986,7.760000000000002,14.93,64.62,1.94
2017-07-02,2017,7,2,Monsoon,31.09,30.92,34.1,27.26,0.16999999999999815,6.84,10.15,74.65,1.43
2017-07-03,2017,7,3,Monsoon,31.74,30.95,33.99,28.3,0.7899999999999991,5.690000000000001,14.66,74.35,1.24
2017-07-04,2017,7,4,Monsoon,28.55,28.64,30.88,27.15,-0.08999999999999986,3.7300000000000004,8.97,88.62,2.09
2017-07-05,2017,7,5,Monsoon,28.02,28.2,31.16,26.19,-0.17999999999999972,4.969999999999999,4.5,87.99,2.41
2017-07-06,2017,7,6,Monsoon,27.67,27.83,29.85,26.24,-0.1599999999999966,3.610000000000003,9.18,86.2,2.55
2017-07-07,2017,7,7,Monsoon,28.67,28.53,32.37,25.55,0.14000000000000057,6.819999999999997,9.65,82.13,2.44
2017-07-08,2017,7,8,Monsoon,28.94,28.71,32.02,25.96,0.23000000000000043,6.060000000000002,14.21,84.8,2.71
2017-07-09,2017,7,9,Monsoon,28.61,28.64,30.72,26.81,-0.030000000000001137,3.91,12.25,84.32,1.25
2017-07-10,2017,7,10,Monsoon,27.9,27.96,30.39,26.18,-0.060000000000002274,4.210000000000001,4.01,88.87,2.04
2017-07-11,2017,7,11,Monsoon,28.57,28.33,31.98,25.94,0.240000000000002,6.039999999999999,9.09,85.51,1.95
2017-07-12,2017,7,12,Monsoon,28.4,28.26,31.84,25.6,0.13999999999999702,6.239999999999998,9.43,85.7,4.93
2017-07-13,2017,7,13,Monsoon,28.75,28.66,32.37,25.02,0.08999999999999986,7.349999999999998,16.73,83.78,4.58
2017-07-14,2017,7,14,Monsoon,29.8,29.3,33.14,25.8,0.5,7.34,20.38,81.27,2.18
2017-07-15,2017,7,15,Monsoon,29.72,29.51,32.95,26.33,0.2099999999999973,6.6200000000000045,13.07,82.94,1.96
2017-07-16,2017,7,16,Monsoon,30.51,30.25,34.02,26.71,0.26000000000000156,7.310000000000002,22.77,80.38,1.61
2017-07-17,2017,7,17,Monsoon,31.29,31.37,34.39,28.08,-0.08000000000000185,6.310000000000002,12.24,75.24,1.35
2017-07-18,2017,7,18,Monsoon,30.14,30.32,33.1,27.89,-0.17999999999999972,5.210000000000001,19.65,82.36,1.15
2017-07-19,2017,7,19,Monsoon,30.51,30.68,34.0,27.49,-0.16999999999999815,6.510000000000002,19.81,81.47,1.59
2017-07-20,2017,7,20,Monsoon,29.45,29.28,32.11,26.49,0.16999999999999815,5.620000000000001,20.23,84.06,3.21
2017-07-21,2017,7,21,Monsoon,29.11,28.93,32.12,26.59,0.17999999999999972,5.529999999999998,11.88,87.96,2.98
2017-07-22,2017,7,22,Monsoon,28.9,28.66,31.94,26.21,0.23999999999999844,5.73,15.55,84.98,3.31
2017-07-23,2017,7,23,Monsoon,29.2,28.99,32.43,26.33,0.21000000000000085,6.100000000000001,14.17,85.42,2.68
2017-07-24,2017,7,24,Monsoon,28.83,28.62,31.72,26.11,0.2099999999999973,5.609999999999999,17.87,85.85,1.61
2017-07-25,2017,7,25,Monsoon,29.26,28.81,32.18,26.02,0.45000000000000284,6.16,15.02,84.06,1.48
2017-07-26,2017,7,26,Monsoon,29.17,28.89,33.19,25.47,0.28000000000000114,7.719999999999999,18.37,82.09,3.09
2017-07-27,2017,7,27,Monsoon,28.54,28.46,32.19,25.39,0.0799999999999983,6.799999999999997,14.14,85.4,5.14
2017-07-28,2017,7,28,Monsoon,29.19,28.94,32.69,26.19,0.25,6.4999999999999964,18.46,84.29,3.59
2017-07-29,2017,7,29,Monsoon,29.09,29.03,31.98,26.23,0.05999999999999872,5.75,17.72,84.13,1.76
2017-07-30,2017,7,30,Monsoon,28.21,28.48,31.23,25.76,-0.2699999999999996,5.469999999999999,15.12,82.23,1.67
2017-07-31,2017,7,31,Monsoon,29.38,29.08,32.6,25.68,0.3000000000000007,6.920000000000002,18.76,81.58,1.48
2017-08-01,2017,8,1,Monsoon,29.2,29.18,32.12,26.46,0.019999999999999574,5.659999999999997,15.66,84.59,2.04
2017-08-02,2017,8,2,Monsoon,29.13,29.23,32.86,26.5,-0.10000000000000142,6.359999999999999,15.29,81.8,2.25
2017-08-03,2017,8,3,Monsoon,29.6,29.66,33.96,26.01,-0.05999999999999872,7.949999999999999,13.75,78.73,3.01
2017-08-04,2017,8,4,Monsoon,29.71,29.71,33.86,26.11,0.0,7.75,16.22,76.19,2.16
2017-08-05,2017,8,5,Monsoon,30.15,29.97,34.09,26.68,0.17999999999999972,7.410000000000004,16.5,76.89,1.08
2017-08-06,2017,8,6,Monsoon,30.2,30.16,33.7,26.26,0.03999999999999915,7.440000000000001,15.39,80.0,0.97
2017-08-07,2017,8,7,Monsoon,30.09,30.07,32.91,27.73,0.019999999999999574,5.179999999999996,15.55,84.0,1.0
2017-08-08,2017,8,8,Monsoon,30.83,30.73,34.01,27.16,0.09999999999999787,6.849999999999998,15.25,80.44,1.1
2017-08-09,2017,8,9,Monsoon,29.27,29.4,31.69,27.51,-0.129999999999999,4.18,11.75,89.15,1.53
2017-08-10,2017,8,10,Monsoon,27.86,28.0,29.89,26.49,-0.14000000000000057,3.400000000000002,9.47,92.22,2.38
2017-08-11,2017,8,11,Monsoon,28.14,28.41,31.89,25.25,-0.2699999999999996,6.640000000000001,10.56,86.1,3.42
2017-08-12,2017,8,12,Monsoon,28.17,28.51,32.57,25.91,-0.33999999999999986,6.66,14.1,83.71,3.79
